"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"1",0.891125197988003,0.400881159584969,0.38198851631023,0.490173234604299,0.884082655888051,0.0575377650093287,0.380631515523419,0.743609078461304,0.927376627223566,0.996045606210828,0.128930402453989,0.296602482441813,0.313937303842977,0.319201063597575,0.58832881366834,0.568714228924364,0.159368554595858,0.0433015222661197,0.182811518432572,0.121034936280921,0.822968684136868,0.0844176986720413,0.00509747047908604,0.732686639530584,0.523313728626817
"2",7.68888372467151,0.0812523090280592,0.728247803403065,0.790838339366019,0.156215225113556,0.391564367571846,0.424437020206824,0.623046440538019,0.491114164469764,0.443237594561651,0.532354081049562,0.698735323967412,0.659712854307145,0.0979336535092443,0.729484829120338,0.559009144781157,0.43947643507272,0.731627266621217,0.736475615063682,0.679318457143381,0.860058319289237,0.397106504300609,0.0388906088192016,0.859917778521776,0.677268884843215
"3",7.88017229595873,0.292846149066463,0.460185152245685,0.515736895380542,0.326455818256363,0.554497928125784,0.172125265002251,0.92180992430076,0.429361196700484,0.549037702614442,0.740464565809816,0.430193269392475,0.794976672856137,0.0748432881664485,0.680201186332852,0.566406652098522,0.110632806550711,0.36755439452827,0.587539133615792,0.53625311376527,0.660154147306457,0.12039558077231,0.474027124233544,0.103428224101663,0.778351286659017
"4",8.09446368685753,0.267754659987986,0.121940728509799,0.801538401283324,0.797818194841966,0.229271737160161,0.769204562995583,0.620213172864169,0.35465388908051,0.766190479742363,0.745204817969352,0.461273996392265,0.0148802059702575,0.283799939090386,0.174377739429474,0.740690801758319,0.084005136275664,0.57963922386989,0.163985023740679,0.350676150526851,0.169775021262467,0.119346042629331,0.313924120506272,0.117579534417018,0.671904733870178
"5",8.33709870863047,0.167479885742068,0.554172612493858,0.231384489685297,0.911521206842735,0.261426899116486,0.501802962273359,0.152887603268027,0.757582055404782,0.692454997682944,0.335565106477588,0.574726933380589,0.714430551975965,0.656643228372559,0.307458192110062,0.412955929059535,0.212890682043508,0.446547796251252,0.781904589151964,0.0976401334628463,0.734902369091287,0.463324605952948,0.990383147262037,0.496798709500581,0.410342199960724
"6",8.60106296750781,0.722080036764964,0.642768391873688,0.756449233042076,0.821190935792401,0.551706820260733,0.523152190027758,0.366506811929867,0.370574999367818,0.41041972511448,0.322843143017963,0.468633901560679,0.7345159673132,0.84211524669081,0.18132075550966,0.830190593376756,0.600746495882049,0.718725202372298,0.657115151407197,0.140001855557784,0.0279986616224051,0.401848502689973,0.118646624963731,0.338537238305435,0.22439946862869
"7",8.85489379366604,0.327794599113986,0.623600118095055,0.514873083448038,0.26711764279753,0.7766108866781,0.332851842278615,0.460909122601151,0.113568694330752,0.95335886022076,0.510640813736245,0.666504968889058,0.136979192961007,0.526528068818152,0.0879077550489455,0.51069103111513,0.856031278148293,0.00109066977165639,0.742862224578857,0.724711213028058,0.680979732656851,0.981300016399473,0.725608685053885,0.302756037563086,0.306893636938184
"8",9.02491347250523,0.019693678477779,0.307424371130764,0.308009186992422,0.618842745898291,0.244430478895083,0.289649947546422,0.71117493789643,0.656491162721068,0.15536559605971,0.897404155461118,0.805581662105396,0.895127206342295,0.18515649321489,0.213155146688223,0.722209016093984,0.229420759947971,0.613229437731206,0.0791549547575414,0.228995150187984,0.528253542724997,0.583842383697629,0.686005014227703,0.786154265282676,0.903454683022574
"9",8.97982368768241,0.252499459078535,0.449209072627127,0.730363848153502,0.732308291131631,0.106086749816313,0.75298566557467,0.708354118047282,0.258990188827738,0.00635250774212182,0.468257177853957,0.533284046920016,0.654693779535592,0.579392418963835,0.87663309276104,0.804657947737724,0.251463194843382,0.949786047218367,0.829962390474975,0.0978328066412359,0.616433105897158,0.914543044054881,0.179103739093989,0.81405705655925,0.458935105474666
"10",8.55803143982348,0.889473781222478,0.230142947984859,0.184466832783073,0.410553306341171,0.682870548218489,0.950415399856865,0.685931415297091,0.0924531652126461,0.647551875794306,0.299167435616255,0.193171076010913,0.786701552569866,0.582966913236305,0.787143715191633,0.257370706647635,0.555803967872635,0.066655837232247,0.703497969545424,0.145071652950719,0.687294013332576,0.139335075160488,0.277888461947441,0.877211995888501,0.768838785355911
